"Soporte","Tiempo_Ejecucion"
"sup_1e-04",0.000280698251326879
"sup_0.001",0.00027308318456014
"sup_0.005",0.000261152458588282
"sup_0.01",0.000259206099112829
"sup_0.05",0.000252782172759374
"sup_0.1",0.000249454848368963
"sup_0.2",0.000248069429794947
"sup_0.3",0.000245994550784429
"sup_0.5",0.000245582562287649
